SSID,BSSID,RSSI,Auth,Channel,Label
cafe6753,40:52:69:7a:89:13,-61,WEP,10,fake
Campus-6081,e0:6a:18:cc:72:cd,-35,Open,12,real
Apartment-3785,85:c5:c1:3b:5d:57,-49,WPA3,2,real
Guest Free 5046,b2:00:9d:15:f1:9c,-54,Open,13,fake
hotel-el,88:28:30:f7:34:21,-57,WPA2,11,fake
FreeWiFi 1303,39:7d:a1:f8:ba:1e,-65,Open,6,fake
TPLink_7698,0f:14:ff:82:61:7d,-72,Open,6,real
Public_Vodafone3826,78:57:5a:2a:29:bf,-52,Open,7,fake
John-1997,e8:43:36:f4:dc:e0,-70,WEP,2,real
cafe2469,f1:0c:46:0f:b1:f6,-34,WPA2-Enterprise,5,fake
Campus_Free_7734,87:42:0b:9e:f4:c4,-65,WPA3,10,fake
Building-2902,b6:30:ee:99:75:e3,-73,WPA2-Enterprise,7,real
Dorm-3695,1a:c3:9c:25:33:52,-58,WPA2-Enterprise,2,real
Lobby-9112,c2:1d:d0:8b:d7:78,-66,WEP,4,fake
Office-3626,45:fe:74:c0:59:ff,-44,WPA2-Enterprise,13,real
Cafe_WiFi_3506,92:c0:cc:81:d6:72,-72,WPA2,5,fake
LibraryGuest8629#,f2:71:27:5a:2d:da,-78,WEP,3,fake
Office-6241,da:12:53:51:99:2b,-78,WPA2-Enterprise,10,real
Building-1460,23:c1:7a:ae:02:8f,-78,WEP,3,real
Cafe-4151,1d:66:97:5d:db:cb,-88,WPA3,10,fake
Linda-123,16:f2:df:72:bd:04,-84,WPA2-Enterprise,2,real
Shop_Cafe5598,2c:eb:67:ab:f3:6a,-40,WPA2-Enterprise,10,fake
McDonalds_Free_3869,d9:e6:a3:37:c8:2f,-90,WPA2,11,fake
FreeWiFi_2537-,a6:7f:16:23:b3:73,-49,WPA2-Enterprise,4,fake
TPLink_7289,11:20:04:05:2f:19,-75,Open,8,real
Network_McDonalds628-,86:a8:8d:5e:10:d5,-68,WPA2,9,fake
Dorm_4207,6c:ab:43:4c:92:ee,-59,WPA2,11,real
Campus-2.4G,af:38:a6:60:75:e0,-69,WEP,10,real
Free762,a0:00:61:cd:ad:af,-32,WEP,4,fake
Linksys_580,ea:49:dd:01:2f:12,-39,Open,11,real
Apartment-4457,74:b4:b8:8a:d1:d4,-71,WEP,9,real
Apartment_9423,ba:d0:93:be:4f:53,-80,WEP,2,real
guest_free_7205.,5c:f1:61:8c:e2:af,-83,WPA2-Enterprise,6,fake
Secure Campus7037_,19:2e:23:ca:0a:df,-57,WEP,11,fake
Tower_105,ef:c0:16:88:62:d6,-36,WPA2-Enterprise,12,real
Vodafone4169 Cafe,6c:b8:f7:16:44:9b,-68,WPA2-Enterprise,3,fake
freewifi_1962,9c:6c:d8:18:e5:6b,-30,WPA3,9,fake
freewifi_4687,aa:be:6c:ee:b0:2c,-49,WPA3,3,fake
Residence-3925,7a:be:d5:90:75:0c,-71,WPA3,13,real
Residence-7304,14:85:59:ad:80:47,-35,WPA3,10,real
NET-5769,85:1a:cd:fe:9d:19,-90,Open,10,real
Home-8867,52:07:d7:07:8f:30,-82,Open,1,real
Hotspot-Hotspot5826,99:c9:60:fd:75:ba,-71,Open,3,fake
Shop-265-,ae:25:5e:05:3d:a4,-49,WPA2-Enterprise,9,fake
Building-4399,ba:47:61:c5:dd:fa,-34,Open,5,real
Dorm-1911,bd:58:05:8e:da:ff,-71,WPA3,4,real
Dorm_2629,33:2f:54:61:11:64,-75,WPA2-Enterprise,12,real
Home_2719,1e:9b:87:ef:ae:b0,-68,WPA2,8,real
TPLink-5040,83:8e:22:04:fa:e8,-72,WPA2,13,real
MyAP-7539,d9:a9:a4:d7:c9:cd,-66,WPA2-Enterprise,5,real
Mall5266 Secure,07:6a:a2:0e:7f:26,-32,Open,4,fake
Lobby-8257,56:6b:0e:46:a0:65,-70,WPA2,11,fake
Guest3331,47:23:6d:a0:1e:f7,-45,WEP,1,fake
libraryguest5574,8e:3c:66:45:16:95,-60,WPA2,4,fake
Lobby_Hotel5538,52:b6:ed:4a:07:88,-31,Open,4,fake
Dorm-6905,f0:0b:30:f1:ea:11,-37,Open,12,real
MallGuest6917,af:19:d7:72:3e:49,-62,WPA2,10,fake
Tower_7378,e5:04:d5:a8:91:d0,-90,WPA3,12,real
Residence-754,fa:59:54:54:b3:49,-84,Open,13,real
Linksys-4476,48:08:53:cd:89:d7,-62,WPA3,8,real
JioFiber_5G,98:44:54:7f:8d:03,-67,WPA3,4,real
FreeWiFi_6275,e0:06:61:8a:9c:10,-47,WPA2,7,fake
Building-8110,8f:d9:21:2a:b2:8d,-79,Open,9,real
Apartment_8400,2e:75:b6:3e:53:47,-45,Open,13,real
NETGEAR_WiFi_1675,6d:f7:92:4c:8a:52,-70,Open,6,fake
FreeWiFi_4477,f5:a4:79:da:68:ad,-45,WPA2-Enterprise,1,fake
Vodafone6770,6b:5d:ff:80:a0:54,-90,WPA2-Enterprise,13,fake
Linda_4194,11:7b:74:71:ff:c9,-40,WPA3,12,real
Linda-4198,74:21:c5:2c:fb:bb,-85,WEP,1,real
FreeWiFi_6435,e8:dc:6b:4b:04:47,-71,WPA2,6,fake
MyAP-3193,a8:91:3c:a9:de:76,-51,Open,2,real
FreeWiFi_5547,b6:fe:ad:53:41:29,-85,WPA2,12,fake
Residence_9282,94:6f:d7:10:ca:de,-52,WEP,2,real
Smith_9433,eb:41:f7:b3:50:85,-60,Open,8,real
MyAP_997,7d:d1:c3:b1:d7:7c,-70,WPA2-Enterprise,11,real
Starbucks WiFi 4372,74:e6:42:45:0d:f2,-83,WPA2-Enterprise,11,fake
Home4490,54:b7:7d:69:33:85,-58,WPA2-Enterprise,7,fake
Office4596,16:d6:d0:e0:d4:e5,-51,WPA2-Enterprise,12,fake
John-4491,b6:99:a7:bb:08:26,-46,WPA2,1,real
NET-6553,86:cb:4e:ea:de:9b,-36,WPA3,9,real
Building_7602,97:f1:74:3a:2b:f5,-50,WEP,9,real
TPLink-5670,c3:09:b1:81:4b:b2,-86,WPA2-Enterprise,1,real
xfinity-5774#,b1:8c:06:50:70:07,-32,Open,3,fake
Linksys-7401,bc:d6:21:16:7b:1b,-65,WPA2,8,real
Dorm-5181,06:2d:42:cc:22:13,-70,WEP,12,real
TPLink_8421,cf:58:ec:e9:e2:76,-59,WPA2-Enterprise,1,real
Public_Linksys414-,fb:6f:ef:3f:06:b8,-54,WEP,11,fake
Shop_Guest_,bc:38:36:10:e4:28,-54,Open,2,fake
Vodafone1746 Office,8f:6a:32:65:6f:58,-41,WEP,10,fake
Anderson_9517,9e:ff:bf:13:eb:1e,-72,WEP,6,real
TPLink WiFi 7000,d0:10:0c:74:ac:92,-68,WEP,5,fake
John_277,28:4e:45:25:a2:e7,-58,WEP,5,real
Office_2259,5a:96:71:e0:ac:e2,-70,Open,12,real
MyAP-7750,81:ac:97:6a:49:81,-82,WPA3,13,real
Residence_7850,03:1e:42:c2:e8:d9,-65,WPA2-Enterprise,10,real
 Guest5215,77:bc:87:6e:92:ec,-79,WPA2,5,fake
Campus_9573,39:f0:69:6e:50:a3,-76,Open,6,real
NET_5237,90:9f:bd:a7:c3:3b,-82,WPA2,9,real
Campus_6008,26:52:05:be:b9:03,-38,WPA2-Enterprise,9,real
Linksys_9000,cd:3b:59:6f:06:93,-51,WPA2,3,real
cafe_wifi_5092,e4:03:2e:81:ad:c3,-74,WEP,6,fake
Linksys_8037,a2:8d:81:14:20:0c,-75,WPA2,13,real
Anderson-4889,b5:4b:6e:5f:75:88,-79,WPA2,4,real
Campus_6992,0d:2d:7a:54:5c:48,-34,Open,12,real
Linda_9468,02:93:fd:58:b4:90,-30,WPA2,2,real
FreeWiFi 7666,d1:b8:61:e2:35:52,-75,Open,12,fake
NET-1477,b6:c4:5b:f3:e1:4a,-82,WPA2-Enterprise,9,real
NETGEAR-4433,b5:af:b4:ca:a4:2f,-73,WEP,3,fake
MyWiFi-FyW,7d:47:39:80:cf:8f,-78,Open,2,fake
John-8359,8b:72:a2:7c:2c:ad,-60,WEP,4,real
NET-4104,27:b6:73:1d:51:d6,-84,WPA2,12,real
McDonalds8669,20:29:52:fe:4d:16,-48,WPA2,12,fake
Free_Guest!,fa:3d:7c:f6:e1:c0,-30,WPA2-Enterprise,2,fake
Linda_7121,51:7e:80:5b:6b:c1,-60,WPA2,2,real
Smith-8739,42:64:dd:45:b1:78,-54,WEP,6,real
NET-1287,3f:fd:52:59:18:58,-61,WEP,13,real
Mall-Ml,62:32:ee:80:bb:ce,-88,WPA2-Enterprise,11,fake
Office-1307,89:c0:5b:a5:46:08,-74,WPA2,2,real
Home-Home7688,34:6a:e2:e1:73:b0,-68,Open,8,fake
Home_2562,70:7d:86:56:74:01,-64,Open,3,real
Linda_7972,98:ca:2e:5a:84:65,-36,WEP,2,real
TPLink_7379,40:fd:9c:34:c9:95,-68,WEP,1,real
MyAP-7286,3f:ec:f5:3b:35:00,-83,WPA2-Enterprise,5,real
Vodafone-7901,99:8f:06:bc:bd:50,-77,WPA2,6,fake
Linda-3313,4b:01:ce:a8:e7:e0,-35,WPA2,3,real
Office-4399,fc:94:c3:71:2b:0f,-39,WPA3,7,real
Network9823_,22:f4:ff:d0:ba:45,-62,WEP,11,fake
MyAP-9606,6e:7e:8b:a0:29:84,-30,Open,10,real
LibraryGuest7960,08:85:7d:cb:52:4a,-79,WEP,12,fake
Home3752,db:af:00:29:2f:51,-64,WPA2-Enterprise,8,fake
tplink_free_967,26:bb:1a:78:8d:0f,-37,WPA2-Enterprise,7,fake
Hotspot_Shop4633,47:16:60:ed:30:7b,-53,WPA2-Enterprise,8,fake
Free7616,14:aa:33:00:b9:9d,-76,WPA2,2,fake
shop6100,71:e5:b9:c0:ff:f0,-90,WPA3,1,fake
NET_4645,ca:10:1f:ef:54:f3,-59,Open,8,real
Hotel-8534,75:fe:44:65:e6:6d,-80,WEP,11,fake
McDonalds-5199,29:7c:c5:9b:ee:fc,-76,WPA2-Enterprise,9,fake
John_4419,18:c4:f8:6c:6b:55,-81,WPA3,4,real
Tower_2847,04:66:5a:94:1e:31,-32,WPA3,12,real
freewifi 9761.,17:4e:9f:f5:d9:e7,-35,WPA3,10,fake
Secure_Xfinity1517,fa:6b:0b:26:69:39,-59,WPA3,8,fake
Guest-Guest2689,65:ca:21:28:27:ef,-51,Open,13,fake
Anderson_4829,6f:c9:c3:96:f5:7b,-74,WPA2,6,real
Linksys9462 GuestNet,ab:77:74:ba:70:45,-74,WEP,6,fake
Linksys-Linksys,e5:a1:11:bd:b9:e8,-37,WPA2-Enterprise,2,fake
Linksys_7264,04:9d:2f:f1:0d:16,-54,WPA2-Enterprise,7,real
FreeWiFi_1612,57:b7:3b:54:f4:cf,-34,WEP,4,fake
Airport-por,20:44:83:8e:e1:27,-63,WPA2-Enterprise,12,fake
free free 6846,e5:db:e1:dc:12:d4,-77,Open,6,fake
McDonalds59,40:27:8b:4b:2f:1a,-78,WPA2-Enterprise,4,fake
John-4847,1d:f7:e8:ca:ab:c4,-32,WPA2-Enterprise,6,real
Linda_938,11:ff:36:24:d2:3d,-60,WPA3,4,real
Linksys_4933,25:3c:43:94:33:d3,-49,WPA3,9,real
McDonalds-8891#,0b:a0:12:e0:ec:c5,-45,WEP,6,fake
Building_7931,f9:1a:03:8b:76:3f,-70,WPA2,12,real
Tower_9510,fd:56:7d:54:b2:2a,-61,WEP,13,real
Smith-5365,f7:14:71:4b:73:17,-64,Open,8,real
Residence-1640,88:7a:78:49:50:f9,-31,WPA2-Enterprise,12,real
NET_1807,1a:92:a4:c3:36:73,-88,WPA2-Enterprise,8,real
Linda-5383,8b:34:f5:06:47:30,-31,WPA2,2,real
McDonalds6181,e3:38:e0:41:54:3c,-65,WPA2,4,fake
BT793,e6:cc:a1:b2:49:c3,-39,WPA2-Enterprise,10,fake
LibraryGuest7339,92:04:65:ec:71:87,-54,WEP,11,fake
Linda-613,30:48:25:04:74:0f,-53,Open,6,real
Tower-5859,d9:c4:9b:cd:47:d0,-43,WEP,5,real
Linda_8880,80:55:4d:18:ce:a3,-76,WEP,10,real
McDonaldsGuest9549,f8:1b:eb:f8:c1:15,-86,WEP,10,fake
Dorm_5364,2a:68:3a:41:e9:22,-49,WPA2-Enterprise,11,real
Lobby1979!,13:8f:38:1c:5f:22,-54,WPA2,13,fake
MyAP_7290,2a:a6:b6:02:da:fd,-74,WPA2-Enterprise,10,real
Apartment-463,8a:0f:09:6f:bf:24,-43,WPA3,4,real
Linda_5578,67:7c:2c:14:5a:8b,-63,WPA3,2,real
Apartment-1491,7a:65:da:8b:65:dc,-89,WPA2-Enterprise,1,real
MyAP_6761,8e:f2:ca:a5:25:ec,-51,WPA2-Enterprise,7,real
tplink_wifi_6977,aa:62:88:3b:59:44,-67,WEP,1,fake
cafe4714,2b:2a:e9:fb:a6:b3,-54,WEP,10,fake
hotel-1604,b1:8b:cc:02:4a:80,-56,WPA3,3,fake
free6772_,04:f0:89:3d:08:14,-43,WEP,4,fake
McDonalds-1363,88:1a:1d:d8:0e:1e,-76,WEP,7,fake
MyAP_3806,b7:6a:57:a8:22:4c,-55,WPA2-Enterprise,6,real
Dorm_1259,1d:18:1b:e0:8d:54,-50,WEP,8,real
Linda-7778,c0:f8:70:4d:a6:40,-36,WPA3,6,real
Linda_889,84:7d:83:25:c6:ca,-60,WPA3,7,real
MyAP-2.4G,62:a3:1b:8f:87:7f,-83,WPA2,12,real
Office_30,45:f4:62:9a:80:3b,-48,WEP,3,real
Campus_1031,80:63:39:ca:47:19,-84,WPA2,5,real
TPLink_8921,d8:74:c0:82:bb:fa,-72,WEP,11,real
Apartment-9433,f9:15:7d:94:81:5f,-65,WPA2-Enterprise,8,real
Shop-277,74:b4:c3:1e:19:3a,-44,WPA2-Enterprise,4,fake
Tower-9369,12:eb:f2:6d:c3:56,-86,WPA2,1,real
network4838,81:18:58:a7:32:20,-61,Open,7,fake
BT-9473,97:64:47:66:a4:81,-60,WPA2,7,fake
Office-347,b7:06:63:0d:c4:8e,-61,WPA3,3,real
wifi8007,25:15:87:99:23:0b,-59,WEP,4,fake
public7964,de:89:da:b6:10:c5,-59,WPA3,8,fake
Dorm_7401,fe:75:fd:49:09:2a,-74,WPA2-Enterprise,4,real
Anderson_805,af:cd:ca:dc:1d:98,-61,WPA2,13,real
TPLink-6818,64:bb:25:d4:f8:a1,-72,Open,10,fake
Linksys-Linksys-,1f:ac:59:8f:32:5b,-81,WEP,5,fake
lobby4123-,6c:bc:f2:2f:3a:df,-79,WPA2,6,fake
FreeWiFi_3662,1c:03:45:af:5b:f2,-41,WPA2,9,fake
FreeWiFi_1746,0f:15:12:4e:e5:cc,-88,WPA3,3,fake
Linksys-sks,c4:c8:fa:5d:20:67,-80,WPA3,10,fake
Residence-9794,4b:a3:44:c8:96:47,-50,WPA3,8,real
Guest_Free_8136,5d:89:ee:31:77:81,-65,WPA3,7,fake
Anderson_2601,a9:ee:64:08:bb:05,-55,WPA2,12,real
Mall-790,91:51:b2:d3:5a:48,-65,WPA2,1,fake
FreeWiFi_8383,4b:d4:0a:27:48:e7,-67,WPA2,3,fake
Building_8423,66:4a:52:8f:5d:12,-80,WEP,5,real
Linksys-5544,2c:c0:e9:09:f7:e1,-86,WPA2-Enterprise,9,real
Lobby_McDonalds9321,27:dd:e2:0d:8d:f2,-50,WPA3,5,fake
library_free_753,4c:11:46:73:a6:fa,-68,WPA2-Enterprise,13,fake
lobby_free_8817,e9:72:84:94:eb:a0,-37,Open,8,fake
WiFi_Library5192,eb:3e:07:d5:25:3c,-83,Open,4,fake
Building-3494,6f:b0:d8:ba:30:9b,-80,Open,1,real
Linksys-5048,62:af:34:74:9c:fe,-50,WEP,3,real
 Guest Cafe7878,ef:bc:63:43:48:05,-52,WEP,10,fake
cafe_netgear9762.,7d:87:11:cc:3c:eb,-36,WPA3,3,fake
Residence-7515,27:15:00:77:43:85,-80,WEP,4,real
Home_9986,fb:3c:3b:06:5d:7f,-55,WPA3,8,real
TPLink-720,80:4e:c4:c3:6c:eb,-37,WPA2-Enterprise,11,real
MyAP_2660,47:c0:d0:63:aa:d7,-61,WPA3,8,real
Building-8075,a7:fd:22:0a:80:5c,-30,WEP,4,real
Smith_5791,d0:e6:9f:ee:ee:eb,-42,WPA2,13,real
Office-8868,17:93:b0:ba:7e:96,-64,WEP,3,real
Campus_400,93:54:e0:98:21:5c,-84,WPA3,3,real
NET-2650,a2:c3:18:47:5b:6a,-54,Open,7,real
Building-4558,dd:e5:76:64:d0:8e,-43,WPA3,1,real
Apartment-7479,a9:e5:72:96:43:93,-39,Open,13,real
Network_Library2888,49:7d:34:71:a3:70,-46,WEP,13,fake
Linda_1815,fd:e6:1f:e0:5d:53,-49,Open,9,real
FreeWiFi_3106,ba:66:8c:d0:bb:49,-31,Open,6,fake
Linda-6745,d5:78:cd:04:42:fd,-54,WPA2,13,real
Office Guest,f6:2b:0a:9c:64:1d,-35,WEP,4,fake
Lobby7847,8e:da:32:0c:f7:f9,-74,WEP,1,fake
Guest-4843,06:26:fb:cc:a3:51,-78,WPA3,12,fake
MyWiFi9975 Home,d9:88:7c:fa:26:e6,-81,Open,4,fake
Office_9618,f6:ea:42:b2:c1:7a,-37,WEP,4,real
Linda_3626,eb:0b:d8:52:52:71,-72,WPA2,5,real
network-network6017,3a:70:05:49:53:99,-89,Open,9,fake
MyAP_6799,71:42:64:47:fc:34,-51,WPA2-Enterprise,12,real
Smith_6874,80:5e:71:af:3d:44,-59,WEP,6,real
Anderson-5846,df:94:e2:21:09:0a,-69,WPA2,1,real
Free2820 Secure,80:7c:4d:07:ce:4d,-63,WPA2-Enterprise,1,fake
NET_6827,cf:61:b3:fa:96:14,-71,Open,10,real
vodafone-1941,42:8d:d7:4c:da:1e,-62,WPA2-Enterprise,2,fake
NETGEAR_Free_3060,98:34:49:6b:46:66,-75,WPA2-Enterprise,7,fake
Campus-4233,d8:99:de:13:d0:d0,-89,WEP,12,real
Linda-4452,57:c7:c9:4b:b4:c5,-81,Open,6,real
Hotel_Free_578,e6:11:70:d2:09:61,-32,Open,2,fake
Anderson-8151,cd:ca:c5:1a:cf:d5,-43,WPA2,13,real
John_371,67:60:b9:13:4e:bc,-56,WPA2,3,real
Vodafone1289,b6:ea:a5:56:7e:aa,-59,WPA3,3,fake
Office_1874,7f:5d:f0:11:de:43,-89,WPA3,7,real
Campus_3451,4c:f5:1b:32:20:10,-31,WPA3,7,real
Home-Home3587,ef:a9:52:0a:0e:41,-57,WPA2-Enterprise,9,fake
tplinkguest9164,f2:b5:e8:70:33:49,-53,WPA2,11,fake
_Guest_TPLink8433,65:cf:9e:4c:1d:46,-32,WPA2-Enterprise,4,fake
Office-8265,67:a1:12:bc:99:4b,-46,WPA3,11,real
Linksys139 Secure,96:ae:63:ef:e4:94,-86,Open,11,fake
MyAP-7746,13:93:9d:f6:fc:9f,-47,WEP,6,real
Office_Office5116,c7:89:02:52:ad:56,-54,WEP,1,fake
Airport-1153,fa:69:00:e6:a0:68,-38,WPA3,10,fake
Tower_9751,aa:b5:9f:cf:e0:2d,-78,WPA2-Enterprise,7,real
NET-7028,31:fb:87:f4:0c:83,-45,WEP,1,real
Campus-9324,4c:94:f4:64:76:25,-64,WEP,1,fake
Guest_WiFi_7943#,5c:c0:30:2d:39:ba,-53,WPA3,11,fake
Residence-7310,d6:54:79:6b:c0:32,-65,WPA2-Enterprise,2,real
Campus_4013,60:c6:39:01:4c:40,-39,WPA2,2,real
Dorm_6302,1f:95:de:0f:1f:59,-69,WPA3,7,real
Smith-7568,7a:d8:bc:39:67:bb,-39,Open,2,real
Public_NETGEAR4960,2e:1f:5a:ec:7c:1b,-82,WEP,12,fake
MyWiFi_Free_2383,2f:bf:88:25:fb:5e,-71,WPA2-Enterprise,6,fake
TPLink_5812,fb:e9:d8:5a:4f:55,-55,WEP,8,real
Residence_9055,28:75:92:7a:20:a9,-59,WPA2-Enterprise,9,real
Starbucks Free 9270,05:46:06:5a:90:8b,-83,WEP,10,fake
Linda-5442,7f:dc:d3:27:e2:95,-80,WPA2-Enterprise,13,real
public tplink6415,55:df:f1:de:09:fe,-66,WPA2-Enterprise,3,fake
Cafe_Free_739,53:8f:9d:4c:d9:cd,-85,WPA2,3,fake
Residence_9657,ee:ca:b0:43:5a:a6,-60,WPA2-Enterprise,9,real
Dorm_1150,7c:bc:29:ae:61:60,-42,WPA2,12,real
Linda-6649,33:fd:1a:72:f2:5d,-38,Open,2,real
Secure9081,9d:83:18:bc:ee:64,-67,WPA3,4,fake
Linksys-9683,b8:2d:6c:bd:a7:b6,-32,WPA2-Enterprise,12,real
Mall_WiFi_1585,71:c6:40:19:1e:44,-35,WPA3,11,fake
Smith-770,c4:0e:f0:78:d1:ac,-39,WPA2-Enterprise,4,real
Anderson-3299,19:08:1b:53:e0:fa,-36,WEP,3,real
airportguest6607,d7:ba:5a:4c:fe:46,-39,WPA2,10,fake
FreeWiFi_4737_,dd:45:aa:13:3a:fb,-65,WEP,9,fake
NET-2124,35:72:50:3f:65:2c,-35,WPA2,5,real
Linksys_1405,f4:6a:8a:55:9b:44,-46,WPA2,7,real
Lobby_McDonalds1181,56:b4:ff:fc:a6:0f,-74,WPA2,4,fake
Campus-6571,67:77:c2:fd:22:4a,-52,WPA2-Enterprise,10,real
Free-Free5614#,ab:fe:5a:de:01:a9,-90,Open,4,fake
NETGEAR_Free_9123,ee:53:4c:80:af:79,-76,WEP,7,fake
Apartment_712,76:48:4b:79:b2:94,-88,WPA2-Enterprise,10,real
Campus_9582,f6:f1:22:cb:10:a8,-60,WPA3,11,real
Linda-2148,5e:b3:ad:bb:cc:86,-52,WPA2-Enterprise,2,real
Shop-So,8f:1d:e2:c9:42:a2,-48,Open,12,fake
Starbucks_FreeWiFi,d7:d4:d5:74:21:88,-43,WPA2,12,fake
Tower-4237,b6:3f:3f:e1:98:85,-63,Open,12,real
Shop_WiFi_2732,4b:39:8a:1f:fc:a9,-53,WPA2-Enterprise,9,fake
shop9943 home!,9b:6c:4a:b7:41:55,-45,Open,9,fake
office free 571,7d:e2:e3:86:86:ac,-67,WEP,7,fake
Building-5827,23:af:6b:e9:ae:7f,-82,WPA3,13,real
Office8006,60:b5:61:81:42:cb,-80,Open,11,fake
hotel_wifi_8159,1b:1e:46:6e:36:04,-51,WEP,5,fake
John_9966,21:03:e8:4c:1d:7b,-90,WPA3,7,real
shopguest4414!,93:ab:e4:a7:fb:41,-89,WPA2-Enterprise,8,fake
Residence-2222,51:1a:14:26:4c:93,-40,WPA2-Enterprise,7,real
FreeWiFi 5527,d8:cd:f8:9f:93:61,-35,WPA3,12,fake
Mall-275,f8:bb:9f:bc:68:c7,-89,WPA2-Enterprise,12,fake
John_9744,28:48:6b:61:0b:b0,-61,WPA3,13,real
Building_8772,8b:41:35:92:eb:02,-61,Open,13,real
Apartment-3501,d0:be:77:fa:cb:d4,-51,WEP,13,real
TPLink-2265,41:7a:92:4b:28:dd,-38,WPA3,13,fake
Smith-3458,e2:e4:02:14:1b:1d,-38,WPA3,11,real
Linda-688,4a:8d:da:06:b7:77,-43,WPA2,10,real
Office_Home,5f:8d:18:93:ad:f3,-80,Open,11,real
Xfinity WiFi 4035,6c:15:c2:cb:fa:9c,-77,WPA2,13,fake
Public-Public5301,88:76:25:a4:57:5f,-40,WEP,9,fake
_Guest-_Guest2090,a8:5f:80:55:0d:1d,-73,WEP,13,fake
John-483,66:44:c6:5a:0e:08,-45,WPA3,2,real
Guest2712 Guest,21:37:3a:71:92:7d,-62,WPA2,13,fake
Smith_9790,05:db:c4:97:6b:70,-31,WPA2-Enterprise,1,real
WiFi-WiFi7501,c9:d8:23:d9:d4:f6,-66,WPA3,3,fake
Campus4325 Office.,ec:39:df:8f:50:99,-31,WPA2-Enterprise,4,fake
Smith_2988,44:ce:3e:1f:01:6d,-67,WPA3,2,real
Dorm-7155,b6:63:70:a6:92:01,-44,WPA2-Enterprise,6,real
MallGuest1893,f5:a0:48:c2:eb:27,-35,WPA3,1,fake
Mall9508 Guest,ee:e8:13:a8:48:26,-70,WPA3,6,fake
Dorm-1414,90:5b:d9:72:2a:ec,-65,WEP,3,real
Dorm_435,21:76:ea:65:cc:d8,-69,WPA3,3,real
NET-7373,9d:b5:83:04:c1:ce,-86,WPA2,11,real
lobby_lobby2655,1c:30:9d:26:00:02,-72,Open,4,fake
Tower-4380,07:62:f3:02:a5:8c,-64,WPA2-Enterprise,9,real
John-2511,fe:75:61:fc:2e:ff,-53,WPA2,9,real
FreeWiFi_1790,06:08:09:ef:9f:ec,-35,WPA2,6,fake
Tower_6800,d7:a6:be:a4:09:5b,-42,WPA2-Enterprise,6,real
Smith-8781,cb:13:6e:05:e4:db,-59,WPA3,12,real
MyAP-9422,f3:3f:cc:f3:3e:5b,-53,WPA3,3,real
Cafe-Cafe5416,c3:fa:c3:b4:b3:93,-42,WPA2,5,fake
MyWiFi2788,cd:a9:cd:2b:61:a9,-39,WPA2-Enterprise,12,fake
Anderson-414,59:7e:a3:d7:30:26,-41,WPA3,11,real
TPLink-7434,e5:f9:a4:c0:3d:14,-41,WPA2-Enterprise,3,real
Cafe_WiFi_6197,d6:f9:ad:36:4f:30,-76,WPA2,13,fake
Office_3806,b7:87:4e:e5:70:4f,-88,WPA3,11,real
Guest Free3739.,e1:77:f9:9e:53:20,-84,WPA2,2,fake
guestnet-guestnet8872,26:63:c8:a0:ed:fb,-52,WPA3,2,fake
Free-Free440,6f:0d:04:18:38:15,-44,Open,13,fake
Linksys_731,73:4f:69:8d:c3:dd,-51,WPA3,3,real
Smith_2234,99:12:d8:b3:00:f6,-75,WPA2-Enterprise,10,real
starbucks5373,42:f2:d0:e0:b2:45,-56,WEP,5,fake
Linda_8302,3a:96:d4:81:cb:ae,-35,WPA2-Enterprise,10,real
Linksys-2778,89:e9:52:ae:c9:9e,-67,Open,13,real
office5610,de:47:d9:12:d7:46,-77,Open,2,fake
FreeWiFi_5256,6e:97:0c:31:50:4d,-82,WPA2,11,fake
free5508,41:34:90:6d:9c:23,-37,WPA2-Enterprise,9,fake
Residence-490,2a:1c:9e:44:e1:82,-56,WPA2,6,real
Linksys_1452,61:0b:a6:8a:0d:d7,-33,WPA2,12,real
Office4480,5e:c0:a8:5a:6a:09,-72,WPA2-Enterprise,5,fake
FreeWiFi 6179,e0:6d:9b:4f:70:ee,-41,WPA2,13,fake
McDonalds-2442,98:e5:95:35:8f:f2,-59,Open,2,fake
Guest_Guest5250_,f7:d9:4f:52:bd:14,-44,WPA2-Enterprise,5,fake
free-re,71:c7:ad:4f:4a:ba,-44,WPA3,8,fake
MyAP_8490,be:0d:e6:90:bf:85,-59,Open,9,real
Lobby_Free_9451,13:50:47:5e:1f:3e,-77,WEP,7,fake
BT7499,5b:96:7d:e8:cb:51,-36,WPA2,1,fake
WiFi3920,ab:58:c2:ce:91:78,-88,WPA3,8,fake
Apartment_7094,9b:71:af:1a:42:90,-68,Open,12,real
Anderson-8341,58:63:81:3b:5b:55,-59,WEP,4,real
Free7747,27:05:45:5d:44:ca,-59,WPA2,13,fake
TPLink-5409,48:05:1e:13:df:33,-50,WPA2,13,real
Linksys-1133,92:50:bd:d1:db:1d,-37,WPA3,2,real
John-1583,e7:63:fa:46:dd:9d,-49,WPA2-Enterprise,12,real
TPLink_268,0e:cc:1a:10:23:17,-40,WEP,6,real
Campus_7273,c1:d3:d1:18:60:4f,-33,WEP,3,real
Residence-8007,92:1a:c2:89:74:c3,-81,WPA2-Enterprise,13,real
Xfinity3792-,85:92:b7:2e:3b:d4,-37,Open,7,fake
Campus-4452,2f:22:24:6a:88:c2,-53,Open,3,real
lobby-lobby2386#,6f:05:37:be:ad:ad,-72,WPA2,4,fake
