bssid,recordDate,latitude,longitude,accuracy,signalStrength,ssid,securityType,channel,frequency,capabilities,totalSurveys,inconsistentLocation
78:dd:12:d0:91:b1,1679259388704,52.25143,-2.884948333,8.69999980926514,-78,BT-F6A2QZ,WPA2,0,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],6,0
6a:dd:12:2a:b1:e2,1679259390831,52.25143,-2.884948333,8.69999980926514,-69,BTWi-fi,OPEN,2,5180,[ESS],10,0
6a:dd:12:2a:b1:e3,1679259390831,52.25143,-2.884948333,8.69999980926514,-69,BTWifi-X,WPA2,2,5180,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],10,0
78:dd:12:2a:b1:e1,1679259390831,52.25143,-2.884948333,8.69999980926514,-71,BT-F6A2QZ,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],10,0
7a:86:60:1c:77:00,1679259390832,52.25143,-2.884948333,8.69999980926514,-74,BTWi-fi,OPEN,2,5180,[ESS],5,0
d4:86:60:1c:77:08,1679259392962,52.25143,-2.884948333,8.69999980926514,-69,BT-5SCMMH,WPA2,0,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],13,0
62:86:60:1c:77:09,1679259392962,52.25143,-2.884948333,8.69999980926514,-70,BTWi-fi,OPEN,0,2462,[ESS],13,0
38:22:e2:5a:42:67,1679259397223,52.25143,-2.884948333,8.69999980926514,-87,DIRECT-66-HP OfficeJet 3830,WPA2,0,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],4,0
00:a3:88:19:03:02,1679259399326,52.25143,-2.884948333,8.69999980926514,-63,SKYA4JIU,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],9,0
b0:3e:51:65:91:9c,1679259403555,52.25143,-2.884948333,8.69999980926514,-72,SKYA4JIU,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],8,0
f2:f0:a4:14:32:ae,1679259407791,52.2511516666667,-2.884906667,8.69999980926514,-76,,WPA2,0,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],8,0
a0:bd:cd:42:19:0d,1679259409902,52.2511516666667,-2.884906667,8.69999980926514,-94,SKY868F2,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
78:3e:53:87:45:eb,1679259411998,52.2511516666667,-2.884906667,8.69999980926514,-76,SKY868F2,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],3,0
80:75:1f:0f:d3:b2,1679259411998,52.2511516666667,-2.884906667,8.69999980926514,-77,SKYE896Z,WPA2,0,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],3,0
7a:cc:22:e9:9e:47,1679259414092,52.2511516666667,-2.884906667,8.69999980926514,-71,,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],10,0
a0:bd:cd:42:19:0a,1679259416194,52.2511516666667,-2.884906667,8.69999980926514,-77,SKY868F2,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],9,0
62:45:b7:ad:80:13,1679259418293,52.2511516666667,-2.884906667,8.69999980926514,-97,,WEP,-1,5745,[WEP][ESS],1,0
64:cc:22:e9:9e:43,1679259422479,52.2511516666667,-2.884906667,8.69999980926514,-68,BT-Q8A868,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],10,0
7a:cc:22:e9:9e:44,1679259422480,52.2511516666667,-2.884906667,8.69999980926514,-68,BTWi-fi,OPEN,0,2412,[ESS],13,0
04:81:9b:1e:64:6a,1679259430741,52.2511516666667,-2.884906667,8.69999980926514,-66,SKYWCSLI,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],15,0
04:81:9b:1e:64:6d,1679259441035,52.2511816666667,-2.884916667,8.60000038146973,-71,SKYWCSLI,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],3,0
20:47:ed:c1:f9:56,1679259441036,52.2511816666667,-2.884916667,8.60000038146973,-77,SKYWCSLI,WPA2,0,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],10,0
20:47:ed:c1:f9:53,1679259443094,52.2511816666667,-2.884916667,8.60000038146973,-79,SKYWCSLI,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
5c:60:ba:0a:f7:ff,1679259471646,52.2511833333333,-2.884956667,8.69999980926514,-92,DIRECT-FC-HP DeskJet 4100 series,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
42:c7:29:0f:d1:98,1679259473705,52.2511833333333,-2.884956667,8.69999980926514,-86,BTWi-fi,OPEN,2,5180,[ESS],4,0
38:a6:ce:18:c9:6b,1679259473705,52.2511833333333,-2.884956667,8.69999980926514,-82,SKY1C504,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
20:47:ed:93:89:db,1679259473705,52.2511833333333,-2.884956667,8.69999980926514,-83,SKY1C504,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
42:c7:29:0f:d1:99,1679259473706,52.2511833333333,-2.884956667,8.69999980926514,-86,BTWifi-X,WPA2,2,5180,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],3,0
40:c7:29:0f:d0:9a,1679259475768,52.2511833333333,-2.884956667,8.69999980926514,-80,BTHub6-XG56,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],5,0
42:c7:29:0f:d2:9b,1679259475769,52.2511833333333,-2.884956667,8.69999980926514,-80,BTWi-fi,OPEN,0,2412,[ESS],5,0
e8:48:b8:63:de:80,1679259477828,52.2511833333333,-2.884956667,8.69999980926514,-81,BTHub6-XG56,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],11,0
e8:ad:a6:e7:7a:fc,1679259479879,52.2511833333333,-2.884956667,8.69999980926514,-89,BTHub6-N6GM,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2,0
ea:ad:a6:e7:7c:fd,1679259483994,52.2511833333333,-2.884956667,8.69999980926514,-89,BTWi-fi,OPEN,0,2412,[ESS],1,0
92:4d:4a:0e:d1:48,1679259532785,52.2514833333333,-2.887511667,6.80000019073486,-91,BTWi-fi,OPEN,2,5180,[ESS],1,0
90:4d:4a:0e:d0:4b,1679259532785,52.2514833333333,-2.887511667,6.80000019073486,-91,BTHub6-XMRF,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
1e:e8:29:a5:17:b4,1679259568289,52.2515533333333,-2.887926667,6.80000019073486,-76,Discover Admin,WPA2,1,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],28,0
26:e8:29:a5:17:b4,1679259568289,52.2515533333333,-2.887926667,6.80000019073486,-76,,WPA2,1,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],17,0
22:e8:29:a5:17:b4,1679259568289,52.2515533333333,-2.887926667,6.80000019073486,-76,Discover Guest,WPA2,1,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],25,0
00:07:26:c7:92:cc,1679259570393,52.2515533333333,-2.887926667,6.80000019073486,-73,BTHomeSpot-SPM,WPA2,0,2412,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],11,0
86:d6:c5:22:8e:a6,1679259574576,52.2515533333333,-2.887926667,6.80000019073486,-57,SEDG-67230B92-27,WPA2,0,2437,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-TKIP+CCMP][ESS],19,0
00:cb:51:bd:56:10,1679259574577,52.2515533333333,-2.887926667,6.80000019073486,-70,PLUSNET-H2S7,WPA2,0,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],14,0
00:cb:51:bd:56:11,1679259576711,52.2515533333333,-2.887926667,6.80000019073486,-81,PLUSNET-H2S7,WPA2,2,5240,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],3,0
7a:82:8c:70:03:d0,1679259576712,52.2515533333333,-2.887926667,6.80000019073486,-89,BTWi-fi,OPEN,0,2462,[ESS],2,0
18:82:8c:70:03:d7,1679259576712,52.2515533333333,-2.887926667,6.80000019073486,-88,BT-R8AJPF,WPA2,0,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],4,0
a2:39:ee:57:f2:a5,1679259583011,52.2515533333333,-2.887926667,6.80000019073486,-94,BTWifi-X,WPA2,2,5180,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],1,0
a0:39:ee:57:f1:a6,1679259585136,52.2515533333333,-2.887926667,6.80000019073486,-94,BTHub6-3HMP,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
84:9d:c2:7a:ce:8f,1679259589320,52.2515533333333,-2.887926667,6.80000019073486,-94,BA12402203,OPEN,0,2412,[ESS][WPS],1,0
38:a6:ce:96:aa:15,1679259591415,52.2515533333333,-2.887926667,6.80000019073486,-85,SKYHMT9M,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
38:a6:ce:96:aa:18,1679259601813,52.2515466666667,-2.888208333,6.90000009536743,-74,SKYHMT9M,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
00:1e:42:18:48:0e,1679259628753,52.2515466666667,-2.888208333,6.90000009536743,-96,RUT240_480E,WPA2,0,2422,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2,0
6a:8e:29:4e:31:15,1679259641165,52.25156,-2.888401667,6.90000009536743,-91,,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2,0
1e:e8:29:a4:17:b4,1679259641165,52.25156,-2.888401667,6.90000009536743,-77,Discover Guest,WPA2,0,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],32,0
0c:8e:29:4e:31:11,1679259641165,52.25156,-2.888401667,6.90000009536743,-89,BT-FFAFPF,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],7,0
e0:63:da:b2:1c:77,1679259670483,52.25156,-2.888401667,6.90000009536743,-88,Discover Admin,WPA2,1,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],4,0
e6:63:da:b2:1c:77,1679259670483,52.25156,-2.888401667,6.90000009536743,-88,Discover Guest,WPA2,1,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],10,0
ea:63:da:b2:1c:77,1679259670483,52.25156,-2.888401667,6.90000009536743,-88,,WPA2,1,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],10,0
68:a0:3e:7a:a4:90,1679259678841,52.25156,-2.888401667,6.90000009536743,-66,SWIFT-WIFI,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],22,0
6a:86:60:7e:eb:ba,1679259678841,52.25156,-2.888401667,6.90000009536743,-87,BTWi-fi,OPEN,0,2412,[ESS],5,0
20:47:ed:84:b7:5e,1679259687251,52.252395,-2.88942,6.90000009536743,-82,SKY8C862,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],20,0
ec:6c:9a:2c:f4:6a,1679259695602,52.252395,-2.88942,6.90000009536743,-78,BT-7XAJ55,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],16,0
36:a4:3c:4d:57:c7,1679259695601,52.252395,-2.88942,6.90000009536743,-64,,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],29,0
44:d9:e7:59:e6:c9,1679259695602,52.252395,-2.88942,6.90000009536743,-78,Discover Admin,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],10,0
46:d9:e7:59:e6:c9,1679259695602,52.252395,-2.88942,6.90000009536743,-77,Discover Guest,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],12,0
72:6c:9a:2c:f4:6b,1679259695602,52.252395,-2.88942,6.90000009536743,-78,BTWi-fi,OPEN,0,2412,[ESS],14,0
20:47:ed:0e:9b:d6,1679259695603,52.252395,-2.88942,6.90000009536743,-81,SKY8C862,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],23,0
26:a4:3c:4d:57:c7,1679259706108,52.252395,-2.88942,6.90000009536743,-65,Discover Guest,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],17,0
8c:19:b5:16:f0:86,1679259706109,52.252395,-2.88942,6.90000009536743,-87,BT-NKAGKK,WPA2,0,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
72:19:b5:16:f0:87,1679259706108,52.252395,-2.88942,6.90000009536743,-86,BTWi-fi,OPEN,0,2462,[ESS],2,0
7a:6c:9a:30:1e:88,1679259706108,52.252395,-2.88942,6.90000009536743,-86,BTWi-fi,OPEN,0,2412,[ESS],4,0
ec:6c:9a:30:1e:8f,1679259706108,52.252395,-2.88942,6.90000009536743,-86,BT-8FAJP2,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],3,0
70:97:41:1a:6e:5c,1679259706109,52.252395,-2.88942,6.90000009536743,-94,BT-88CKZH,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
b4:69:5f:53:03:fe,1679259706109,52.252395,-2.88942,6.90000009536743,-91,MW45V2_03FE,WPA2,0,2437,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS][WPS],1,0
78:8a:20:b7:15:fc,1679259710393,52.252395,-2.88942,6.90000009536743,-74,Discover Admin,WPA2,0,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],6,0
18:82:8c:68:e0:d0,1679259710396,52.252395,-2.88942,6.90000009536743,-94,BT-7XAJ55,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
e4:75:dc:2c:1b:96,1679259710394,52.252395,-2.88942,6.90000009536743,-88,BT-87AKSZ,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],4,0
ec:6c:9a:2c:f4:69,1679259710395,52.252395,-2.88942,6.90000009536743,-90,BT-7XAJ55,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2,0
22:e8:29:c1:7d:c8,1679259710394,52.252395,-2.88942,6.90000009536743,-82,,WPA2,0,2452,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2,0
7e:8a:20:b7:15:fc,1679259710393,52.252395,-2.88942,6.90000009536743,-74,Discover Guest,WPA2,0,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],7,0
18:82:8c:68:e0:cf,1679259710395,52.252395,-2.88942,6.90000009536743,-89,BT-7XAJ55,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
22:e8:29:51:be:6f,1679259710394,52.252395,-2.88942,6.90000009536743,-80,,WPA2,0,2432,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0
1a:82:8c:68:e0:d0,1679259710395,52.252395,-2.88942,6.90000009536743,-92,,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0
72:6c:9a:2c:f4:6e,1679259710393,52.252395,-2.88942,6.90000009536743,-79,,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],7,0
6a:6c:9a:2c:f4:6d,1679259710396,52.252395,-2.88942,6.90000009536743,-92,,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2,0
72:75:dc:2c:1b:97,1679259710394,52.252395,-2.88942,6.90000009536743,-89,BTWi-fi,OPEN,0,2437,[ESS],5,0
6a:6c:9a:2c:f4:6a,1679259710395,52.252395,-2.88942,6.90000009536743,-90,BTWi-fi,OPEN,2,5180,[ESS],1,0
1e:e8:29:c1:7d:c8,1679259712574,52.252395,-2.88942,6.90000009536743,-75,Discover Guest,WPA2,0,2452,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],4,0
00:37:b7:2a:34:a2,1679259712575,52.252395,-2.88942,6.90000009536743,-84,PLUSNET-R8JF,WPA2,0,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],5,0
00:37:b7:2a:34:a3,1679259712576,52.252395,-2.88942,6.90000009536743,-94,PLUSNET-R8JF,WPA2,2,5240,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
18:e8:29:c1:7d:c8,1679259712575,52.252395,-2.88942,6.90000009536743,-76,Discover Admin,WPA2,0,2452,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],3,0
62:6c:9a:18:fa:90,1679259712576,52.252395,-2.88942,6.90000009536743,-96,,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0
00:03:d8:e6:55:a6,1679259714689,52.252395,-2.88942,6.90000009536743,-85,BTHub3-HZZJ,WPA2,0,2412,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],6,0
62:ce:da:2f:76:55,1679259716726,52.2524166666667,-2.889476667,6.69999980926514,-92,BTWi-fi,OPEN,0,2412,[ESS],1,0
44:d9:e7:c0:d8:0a,1679259718764,52.2524166666667,-2.889476667,6.69999980926514,-69,A07-0-360,WPA2,1,5640,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],14,0
5c:b1:3e:15:1f:91,1679259718765,52.2524166666667,-2.889476667,6.69999980926514,-87,BTHub6-T82W,WPA2,2,5220,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],3,0
5e:b1:3e:15:20:93,1679259718765,52.2524166666667,-2.889476667,6.69999980926514,-87,BTWifi-X,WPA2,2,5220,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],3,0
5e:b1:3e:15:20:92,1679259718765,52.2524166666667,-2.889476667,6.69999980926514,-88,BTWi-fi,OPEN,2,5220,[ESS],3,0
5c:b1:3e:15:1f:90,1679259722819,52.2524166666667,-2.889476667,6.69999980926514,-81,BTHub6-T82W,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],3,0
5e:b1:3e:15:21:91,1679259722820,52.2524166666667,-2.889476667,6.69999980926514,-81,BTWi-fi,OPEN,0,2437,[ESS],2,0
72:6c:9a:30:1e:88,1679259726896,52.2524166666667,-2.889476667,6.69999980926514,-96,BTWifi-X,WPA2,2,5180,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],1,0
56:d9:e7:59:e6:c9,1679259733014,52.2524166666667,-2.889476667,6.69999980926514,-84,,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],3,0
22:e8:29:a5:17:a8,1679259737116,52.2524166666667,-2.889476667,6.69999980926514,-94,Discover Guest,WPA2,1,5200,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0
1e:e8:29:a5:17:a8,1679259737116,52.2524166666667,-2.889476667,6.69999980926514,-95,Discover Admin,WPA2,1,5200,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0
70:50:af:aa:c8:9a,1679259739155,52.2524166666667,-2.889476667,6.69999980926514,-88,SKY8C862,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],5,0
82:8a:20:b8:15:fc,1679259741210,52.2524166666667,-2.889476667,6.69999980926514,-80,Discover Guest,WPA2,1,5220,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],11,0
7e:8a:20:b8:15:fc,1679259741210,52.2524166666667,-2.889476667,6.69999980926514,-80,Discover Admin,WPA2,1,5220,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],11,0
18:58:80:84:9b:04,1679259745319,52.2524166666667,-2.889476667,6.69999980926514,-96,BT-2GCWPM,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
62:58:80:84:9b:05,1679259745319,52.2524166666667,-2.889476667,6.69999980926514,-96,BTWi-fi,OPEN,0,2412,[ESS],1,0
62:58:80:84:9b:00,1679259745320,52.2524166666667,-2.889476667,6.69999980926514,-97,,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0
86:8a:20:b8:15:fc,1679259747371,52.2524166666667,-2.889476667,6.69999980926514,-81,,WPA2,1,5220,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],4,0
72:75:dc:2c:1b:92,1679259747371,52.2524166666667,-2.889476667,6.69999980926514,-94,,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2,0
20:47:ed:0e:9b:d3,1679259757666,52.2524216666667,-2.889506667,6.69999980926514,-89,SKY8C862,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
7a:82:8c:c5:71:cb,1679259757667,52.2524216666667,-2.889506667,6.69999980926514,-95,,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0
7a:82:8c:c5:71:c8,1679259757666,52.2524216666667,-2.889506667,6.69999980926514,-94,BTWi-fi,OPEN,0,2412,[ESS],1,0
46:d9:e7:ad:18:26,1679259761773,52.2524216666667,-2.889506667,6.69999980926514,-72,Discover Admin,WPA2,0,2472,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],44,0
72:86:60:1e:93:ef,1679259765843,52.2524216666667,-2.889506667,6.69999980926514,-89,BTWi-fi,OPEN,0,2412,[ESS],3,0
6a:b1:b5:48:96:4a,1679259767933,52.2524216666667,-2.889506667,6.69999980926514,-94,BTWi-fi,OPEN,0,2462,[ESS],2,0
30:b1:b5:48:96:49,1679259767933,52.2524216666667,-2.889506667,6.69999980926514,-94,BT-SKA3PN,WPA2,0,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2,0
6a:b1:b5:48:96:4d,1679259767933,52.2524216666667,-2.889506667,6.69999980926514,-94,,WPA2,0,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2,0
d4:86:60:1e:93:ee,1679259770017,52.2524216666667,-2.889506667,6.69999980926514,-87,BT-RHCMP5,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],3,0
72:86:60:1e:93:ea,1679259778176,52.2524216666667,-2.889506667,6.69999980926514,-89,,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2,0
d8:7d:7f:c3:4f:24,1679259790405,52.2524966666667,-2.89009,10.1000003814697,-96,BTHub6-5NSN,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2,0
7a:86:20:51:d9:37,1679259796550,52.2524966666667,-2.89009,10.1000003814697,-84,,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],4,0
d2:57:94:b8:4a:15,1679259796554,52.2524966666667,-2.89009,10.1000003814697,-94,BTWi-fi,OPEN,0,2412,[ESS],3,0
26:e8:29:a5:16:27,1679259796552,52.2524966666667,-2.89009,10.1000003814697,-89,,WPA2,1,5200,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0
d0:57:94:b8:48:14,1679259796554,52.2524966666667,-2.89009,10.1000003814697,-94,BTHub6-SFQ9,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
56:d9:e7:ad:18:26,1679259798683,52.2524966666667,-2.89009,10.1000003814697,-73,Discover Guest,WPA2,0,2472,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],28,0
da:7d:7f:c3:51:25,1679259798685,52.2524966666667,-2.89009,10.1000003814697,-97,BTWi-fi,OPEN,0,2437,[ESS],1,0
6a:86:20:50:e8:31,1679259800822,52.2524966666667,-2.89009,10.1000003814697,-88,,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],3,0
72:19:b5:16:a2:53,1679259802948,52.2524966666667,-2.89009,10.1000003814697,-93,BTWi-fi,OPEN,0,2412,[ESS],1,0
8c:19:b5:16:a2:52,1679259802948,52.2524966666667,-2.89009,10.1000003814697,-92,BT-JRAGSQ,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
7a:6c:9a:ac:68:af,1679259805056,52.2524966666667,-2.89009,10.1000003814697,-86,,WPA2,0,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],3,0
ec:6c:9a:ac:68:ab,1679259805056,52.2524966666667,-2.89009,10.1000003814697,-87,BT-7JAKTK,WPA2,0,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2,0
18:e8:29:a4:16:27,1679259805057,52.2524966666667,-2.89009,10.1000003814697,-88,Discover Admin,WPA2,0,2472,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0
1e:e8:29:a4:16:27,1679259805057,52.2524966666667,-2.89009,10.1000003814697,-88,Discover Guest,WPA2,0,2472,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0
72:86:20:50:e8:32,1679259807180,52.2524966666667,-2.89009,10.1000003814697,-75,,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],6,0
f0:86:20:50:e8:36,1679259809277,52.2524966666667,-2.89009,10.1000003814697,-72,BT-5JA6QJ,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],5,0
d0:4d:2c:cc:c1:59,1679259809277,52.2524966666667,-2.89009,10.1000003814697,-88,,WPA2,0,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2,0
1e:e8:29:a5:16:27,1679259811382,52.2524966666667,-2.89009,10.1000003814697,-88,Discover Admin,WPA2,1,5200,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0
ec:6c:9a:ac:68:aa,1679259811382,52.2524966666667,-2.89009,10.1000003814697,-89,BT-7JAKTK,WPA2,2,5220,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2,0
72:6c:9a:ac:68:ac,1679259811382,52.2524966666667,-2.89009,10.1000003814697,-89,EE WiFi-Auto,WPA2,2,5220,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],2,0
22:e8:29:a5:16:27,1679259811382,52.2524966666667,-2.89009,10.1000003814697,-88,Discover Guest,WPA2,1,5200,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0
72:6c:9a:ac:68:ab,1679259811382,52.2524966666667,-2.89009,10.1000003814697,-89,BTWi-fi,OPEN,2,5220,[ESS],2,0
72:6c:9a:ac:68:ae,1679259811383,52.2524966666667,-2.89009,10.1000003814697,-89,,WPA2,2,5220,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0
